"period_year" "period_no" "period_week" "item_no" "u_sales"
"23117" 2015 3 12 15629 7
"23118" 2015 1 5 9469 25
"23119" 2014 2 8 11235 7
"23120" 2013 2 7 31640 82
"23121" 2015 1 4 50713 190
"23122" 2014 1 5 8075 5
"23123" 2015 1 4 30092 2
"23124" 2013 1 4 9914 133
"23125" 2015 1 5 10488 12
"23126" 2015 2 7 12004 2
"23127" 2014 1 2 4476 1
"23128" 2014 2 8 9400 8
"23129" 2013 2 8 7505 3
"23130" 2015 3 11 21433 2
"23131" 2015 1 3 10374 1
"23132" 2013 1 5 33121 2
"23133" 2015 2 8 9220 4
"23134" 2015 2 6 12930 1
"23135" 2013 2 6 9910 403
"23136" 2015 2 8 27889 726
"23137" 2015 1 4 9425 305
"23138" 2015 3 11 30092 1
"23139" 2015 3 10 21569 452
"23140" 2014 3 12 17027 12
"23141" 2015 1 1 19626 8
"23142" 2015 2 9 8869 176
"23143" 2013 3 10 45603 3
"23144" 2013 1 2 74795 1
"23145" 2013 1 2 18851 48
"23146" 2014 1 3 34135 71
"23147" 2014 1 5 50674 250
"23148" 2015 2 6 1446 5
"23149" 2014 1 4 8606 21
"23150" 2014 1 2 14572 1
"23151" 2015 2 7 74743 2
"23152" 2014 3 10 4324 3
"23153" 2015 3 10 8273 246
"23154" 2015 2 8 14962 31
"23155" 2015 2 8 11630 1
"23156" 2015 1 1 36254 2
"23157" 2013 1 2 51689 72
"23158" 2014 1 1 34021 1
"23159" 2015 2 6 45877 2500
"23160" 2015 1 3 9667 2
"23161" 2015 1 2 51117 70
"23162" 2013 1 5 18013 5
"23163" 2014 1 4 7530 27
"23164" 2014 2 7 92284 20
"23165" 2015 2 8 74790 1
"23166" 2015 2 7 9462 36
"23167" 2013 3 12 18020 1
"23168" 2015 3 11 36541 41
"23169" 2013 2 9 9441 67
"23170" 2013 1 3 9472 21
"23171" 2014 1 3 15037 4
"23172" 2015 2 9 8162 148
"23173" 2014 3 11 10316 7
"23174" 2015 3 12 20375 6
"23175" 2015 2 9 58335 446
"23176" 2015 1 5 15629 2
"23177" 2014 1 2 11240 3
"23178" 2013 2 9 34021 20
"23179" 2013 2 6 8696 7
"23180" 2015 1 3 13706 34
"23181" 2013 3 12 8548 1
"23182" 2013 1 2 9823 58
"23183" 2015 1 1 13715 -2
"23184" 2013 2 6 11922 44
"23185" 2014 3 12 11992 7
"23186" 2015 3 10 28522 3
"23187" 2013 1 4 55842 650
"23188" 2014 2 8 46984 2
"23189" 2013 3 10 8543 6
"23190" 2013 3 11 9294 10
"23191" 2015 3 12 9094 81
"23192" 2013 1 3 13800 1
"23193" 2013 1 5 9695 56
"23194" 2013 1 5 16204 2
"23195" 2015 1 5 48974 20
"23196" 2014 1 5 9804 997
"23197" 2015 3 12 11719 7
"23198" 2013 2 7 39987 63
"23199" 2014 1 5 19645 11
"23200" 2015 1 3 12521 4
"23201" 2015 2 9 48972 82
"23202" 2015 3 12 8891 27
"23203" 2015 2 6 15077 1
"23204" 2013 1 4 1341 6
"23205" 2013 2 7 12387 4
"23206" 2013 2 6 19691 8
"23207" 2013 3 11 21116 5
"23208" 2014 2 6 28061 40
"23209" 2015 2 7 22389 1
"23210" 2015 3 12 14238 5
"23211" 2015 3 10 9796 1
"23212" 2015 1 5 17212 171
"23213" 2015 1 4 54958 1221
"23214" 2015 1 3 15146 154
"23215" 2015 3 10 75870 13
"23216" 2013 2 9 9779 14
"23217" 2015 1 2 10954 2
"23218" 2015 2 6 11854 3
"23219" 2014 1 1 9673 71
"23220" 2014 3 12 10575 4
"23221" 2013 1 1 18386 33
"23222" 2015 3 12 8184 6
"23223" 2013 3 12 74728 3
"23224" 2014 3 11 76101 1
"23225" 2015 3 11 48025 1
"23226" 2014 1 4 9422 2140
"23227" 2015 2 9 34262 33
"23228" 2013 1 5 12583 6
"23229" 2015 2 6 19382 15
"23230" 2015 3 11 27885 6
"23231" 2015 2 8 19602 37
"23232" 2014 1 4 20285 6
"23233" 2015 2 9 6064 35
"23234" 2014 2 8 92437 2
"23235" 2013 1 5 15016 107
"23236" 2014 1 3 48247 10
"23237" 2014 2 9 9055 68
"23238" 2014 3 11 52357 5
"23239" 2013 1 3 19691 14
"23240" 2014 3 10 9860 4677
"23241" 2015 1 1 13801 9
"23242" 2013 2 9 9879 161
"23243" 2014 3 11 73147 83
"23244" 2015 3 11 11984 2
"23245" 2013 1 2 15127 2
"23246" 2013 1 5 12171 3
"23247" 2015 2 6 48373 36
"23248" 2014 2 6 8894 57
"23249" 2014 1 4 51371 5
"23250" 2013 3 10 52241 2
"23251" 2015 2 9 12118 2
"23252" 2015 1 4 19764 35
"23253" 2014 1 3 11728 6
"23254" 2015 2 7 8901 3
"23255" 2015 3 11 34400 285
"23256" 2014 1 4 8154 230
"23257" 2014 2 9 10944 5
"23258" 2013 2 6 34252 5
"23259" 2013 1 3 58334 300
"23260" 2014 1 2 15302 58
"23261" 2013 2 9 12106 11
"23262" 2013 2 8 31126 34
"23263" 2015 3 11 31606 255
"23264" 2013 1 1 15077 1
"23265" 2015 1 4 12336 2
"23266" 2015 3 10 45605 7
"23267" 2013 2 9 47031 9
"23268" 2013 2 9 31356 400
"23269" 2014 2 8 76576 5
"23270" 2015 3 10 74679 235
"23271" 2015 1 3 48980 3050
"23272" 2015 2 9 58418 100
"23273" 2015 3 11 10358 501
"23274" 2013 2 8 18016 36
"23275" 2014 2 7 6608 16
"23276" 2015 2 7 91809 1
"23277" 2013 1 2 58393 150
"23278" 2015 3 12 17066 104
"23279" 2013 3 12 15046 20
"23280" 2014 1 2 11051 3
"23281" 2014 1 2 12076 20
"23282" 2014 2 6 9495 2
"23283" 2013 3 12 11903 22
"23284" 2015 1 2 10914 1
"23285" 2013 2 9 16357 16
"23286" 2015 2 8 12177 1
"23287" 2015 3 11 67988 2
"23288" 2013 2 7 52264 5
"23289" 2015 3 10 14957 2
"23290" 2013 3 12 31551 80
"23291" 2014 2 7 57445 66
"23292" 2013 3 11 1657 1
"23293" 2014 2 7 9462 48
"23294" 2015 1 5 44348 2
"23295" 2014 1 5 11238 4
"23296" 2013 1 3 76236 13
"23297" 2014 2 8 45902 2545
"23298" 2014 2 6 71530 100
"23299" 2013 3 11 8627 49
"23300" 2015 1 4 12133 94
"23301" 2014 1 5 12211 2
"23302" 2013 1 4 13830 -1
"23303" 2013 2 8 9649 3
"23304" 2015 3 10 8817 2280
"23305" 2015 2 7 36541 42
"23306" 2015 3 10 6590 475
"23307" 2013 3 11 31584 21
"23308" 2015 2 6 10560 5
"23309" 2015 2 9 16260 1
"23310" 2015 1 2 45704 580
"23311" 2014 1 2 8850 290
"23312" 2015 3 11 15127 5
"23313" 2015 2 6 8021 631
"23314" 2015 1 4 8592 45
"23315" 2015 1 3 19620 14
"23316" 2014 1 3 8814 1105
"23317" 2013 3 12 34811 2
"23318" 2015 1 4 9797 6
"23319" 2015 1 3 9879 3
"23320" 2013 2 9 19763 18
"23321" 2014 2 9 11654 12
"23322" 2015 1 2 17054 26
"23323" 2015 2 8 34172 31
"23324" 2013 1 4 92284 21
"23325" 2015 3 12 16980 27
"23326" 2015 1 3 19305 4
"23327" 2015 1 3 13709 17
"23328" 2014 1 1 11711 1
"23329" 2014 2 8 73147 70
"23330" 2013 2 6 48158 21
"23331" 2013 1 5 47986 4
"23332" 2014 2 8 9403 10
"23333" 2013 2 8 34160 100
"23334" 2015 3 10 31376 1
"23335" 2015 3 10 10128 3
"23336" 2013 1 1 8528 6
"23337" 2013 2 6 39814 48
"23338" 2014 2 7 48274 4
"23339" 2015 2 8 12094 34
"23340" 2014 3 10 47985 8
"23341" 2015 1 5 48971 201
"23342" 2014 2 6 8184 14
"23343" 2014 2 8 10402 20
"23344" 2015 2 7 15330 1
"23345" 2015 2 6 9249 16
"23346" 2015 1 4 50836 41
"23347" 2013 2 6 19602 57
"23348" 2013 3 12 20473 23
"23349" 2015 1 3 6026 21
"23350" 2014 2 8 8175 143
"23351" 2014 2 8 31481 4
"23352" 2013 1 1 31608 107
"23353" 2015 1 3 39926 64
"23354" 2013 2 9 10795 36
"23355" 2015 3 12 52277 277
"23356" 2015 1 5 35091 4
"23357" 2013 2 7 17027 11
"23358" 2015 2 6 18014 55
"23359" 2014 1 4 36492 223
"23360" 2015 1 3 9255 14
"23361" 2013 2 7 10080 40
"23362" 2014 1 4 10381 10
"23363" 2015 2 6 51805 5
"23364" 2014 3 11 1723 1
"23365" 2015 2 8 17209 33
"23366" 2014 2 6 20461 126
"23367" 2015 3 11 9468 288
"23368" 2015 1 2 50639 267
"23369" 2015 1 4 30467 18
"23370" 2014 1 5 34026 8
"23371" 2014 2 8 18371 28
"23372" 2013 2 7 92278 34
"23373" 2013 1 3 73299 201
"23374" 2013 2 8 1654 1
"23375" 2014 2 9 11860 40
"23376" 2015 3 12 50677 315
"23377" 2015 2 9 20293 4
"23378" 2014 2 6 15034 10
"23379" 2013 2 9 34004 254
"23380" 2013 1 2 41659 5
"23381" 2013 1 3 11264 10
"23382" 2014 1 4 11981 10
"23383" 2014 3 11 48215 9
"23384" 2014 1 3 1446 14
"23385" 2013 3 11 11962 2
"23386" 2015 3 12 48968 20
"23387" 2015 1 5 8559 18
"23388" 2015 2 6 9043 24
"23389" 2014 1 1 60178 200
"23390" 2014 3 12 19626 9
"23391" 2014 3 12 31591 235
"23392" 2013 3 12 41661 5
"23393" 2013 2 9 15358 1
"23394" 2014 3 12 15329 1
"23395" 2013 2 8 48933 8
"23396" 2014 1 5 8607 156
"23397" 2015 1 2 13773 13
"23398" 2014 1 5 8922 22
"23399" 2015 2 7 15344 1
"23400" 2013 3 10 6556 6
"23401" 2013 1 1 48184 139
"23402" 2015 1 5 8607 15
"23403" 2013 2 7 48153 15
"23404" 2013 1 3 11109 3
"23405" 2014 1 5 6460 57
"23406" 2015 2 6 10972 4
"23407" 2013 1 4 17064 6
"23408" 2014 3 10 16260 2
"23409" 2013 1 5 31661 141
"23410" 2015 1 5 44783 9974
"23411" 2015 2 7 1341 4
"23412" 2014 2 9 46985 23
"23413" 2015 2 8 16204 2
"23414" 2015 3 12 36516 9
"23415" 2015 2 7 43147 1
"23416" 2015 1 1 9401 2014
"23417" 2015 2 7 74760 9
"23418" 2015 1 5 1534 1
"23419" 2013 2 7 76065 0
"23420" 2014 3 10 36254 4
"23421" 2014 1 3 11922 14
"23422" 2013 1 1 52286 11
"23423" 2013 2 7 17067 686
"23424" 2014 1 4 8145 73
"23425" 2013 1 5 44144 61
"23426" 2013 3 11 49428 34
"23427" 2013 1 2 28062 19
"23428" 2013 1 4 11763 8
"23429" 2014 2 8 11057 47
"23430" 2013 2 9 40009 1
"23431" 2015 2 7 20379 7
"23432" 2015 1 3 20461 130
"23433" 2015 1 3 41755 20
"23434" 2015 1 1 31356 800
"23435" 2014 2 6 74704 2
"23436" 2013 2 7 52086 23
"23437" 2013 2 6 49812 -19
"23438" 2013 3 11 10954 2
"23439" 2014 1 3 9094 46
"23440" 2015 1 4 74720 13
"23441" 2014 1 3 14238 9
"23442" 2015 1 4 19512 10
"23443" 2015 3 10 74673 237
"23444" 2014 3 11 39945 1
"23445" 2014 1 5 8501 5
"23446" 2014 3 11 9961 13
"23447" 2015 1 2 74729 143
"23448" 2014 1 4 14594 1
"23449" 2013 3 10 13715 11
"23450" 2015 2 7 17262 310
"23451" 2013 1 1 10311 1
"23452" 2014 3 10 92281 10
"23453" 2013 2 6 4674 10
"23454" 2014 3 12 1721 3
"23455" 2015 1 2 9866 4760
"23456" 2014 2 9 8694 3
"23457" 2015 2 7 9708 4
"23458" 2013 3 10 52295 16
"23459" 2015 3 12 13330 7
"23460" 2015 2 7 55842 1850
"23461" 2014 2 8 39965 3
"23462" 2013 1 1 8164 60
"23463" 2013 3 12 9896 100
"23464" 2013 1 1 10912 3
"23465" 2014 1 4 39987 3
"23466" 2014 1 2 9339 50
"23467" 2013 2 9 9687 22
"23468" 2015 1 3 13843 19
"23469" 2015 1 3 9515 11
"23470" 2015 1 3 10511 2
"23471" 2014 1 3 10199 35
"23472" 2013 1 3 10087 415
"23473" 2015 2 8 79444 6
"23474" 2014 3 10 46974 46
"23475" 2014 2 8 20420 1
"23476" 2014 1 3 9910 329
"23477" 2015 3 12 75494 40
"23478" 2013 2 6 4385 5
"23479" 2014 1 1 11728 2
"23480" 2013 2 9 13620 5
"23481" 2015 3 12 11627 13
"23482" 2013 2 8 8827 161
"23483" 2015 2 6 9950 33
"23484" 2014 3 10 50200 25
"23485" 2015 1 4 9273 2
"23486" 2013 1 3 13708 26
"23487" 2015 2 8 31621 89
"23488" 2014 3 10 17050 6
"23489" 2014 1 1 92283 1
"23490" 2013 2 8 30121 11
"23491" 2015 1 3 58334 850
"23492" 2014 1 2 10046 100
"23493" 2014 1 5 52285 2
"23494" 2015 3 11 11056 24
"23495" 2015 3 11 19761 45
"23496" 2013 1 3 8673 29
"23497" 2015 3 12 6592 213
"23498" 2014 2 9 407 52
"23499" 2015 1 4 8935 1
"23500" 2014 3 12 10795 20
"23501" 2013 1 2 10332 3
"23502" 2015 1 1 13334 3
"23503" 2014 1 2 36541 15
"23504" 2014 2 9 8585 12
"23505" 2013 3 11 45604 2
"23506" 2013 2 8 31821 300
"23507" 2015 2 7 8606 40
"23508" 2015 3 10 12738 3
"23509" 2013 2 9 8273 347
"23510" 2014 2 7 11697 23
"23511" 2014 3 11 92434 1
"23512" 2014 3 10 10910 1
"23513" 2014 1 4 15805 4
"23514" 2015 2 7 12118 10
"23515" 2015 3 12 10920 534
"23516" 2015 2 6 6930 33
"23517" 2015 1 4 8566 3
"23518" 2014 2 9 17061 52
"23519" 2015 2 6 19734 9
"23520" 2015 1 3 48971 168
"23521" 2013 1 5 8896 1215
"23522" 2015 1 2 28486 20
"23523" 2014 2 8 18013 7
"23524" 2014 2 9 9401 7755
"23525" 2013 1 1 92283 2
"23526" 2013 2 8 34927 128
"23527" 2013 2 7 47051 17
"23528" 2015 2 6 14590 2
"23529" 2014 2 6 6618 22
"23530" 2013 3 12 8193 17
"23531" 2013 3 12 12521 4
"23532" 2013 2 8 48930 11
"23533" 2014 2 8 30121 139
"23534" 2014 1 5 8896 1023
"23535" 2013 3 12 16142 4
"23536" 2013 1 3 10820 49
"23537" 2015 1 2 13799 5
"23538" 2014 3 12 46968 7
"23539" 2013 3 12 73139 60
"23540" 2013 1 5 50473 9
"23541" 2014 3 12 21598 1
"23542" 2015 1 1 8983 12
"23543" 2015 1 3 30843 95
"23544" 2014 3 11 11063 39
"23545" 2014 2 7 15341 1
"23546" 2015 3 10 76090 4
"23547" 2013 3 12 15352 3
"23548" 2014 1 4 19426 1
"23549" 2014 1 4 9247 2
"23550" 2013 3 10 18355 19
"23551" 2015 2 6 92460 1
"23552" 2014 2 9 9796 7
"23553" 2013 1 5 10310 2
"23554" 2014 1 3 9406 29
"23555" 2014 3 12 19763 13
"23556" 2015 3 10 17066 67
"23557" 2013 1 1 9472 13
"23558" 2013 1 1 13800 1
"23559" 2013 3 12 15435 60
"23560" 2014 3 10 8680 2
"23561" 2013 1 2 8546 1
"23562" 2014 2 8 19427 1
"23563" 2014 2 8 8229 2
"23564" 2015 1 3 11722 91
"23565" 2013 3 11 8017 23
"23566" 2015 3 11 14414 630
"23567" 2014 1 4 48932 1
"23568" 2014 2 9 31376 32
"23569" 2013 1 5 16052 128
"23570" 2014 3 12 70334 2
"23571" 2015 2 7 34262 28
"23572" 2013 3 11 8833 2
"23573" 2013 1 5 92279 29
"23574" 2015 3 11 31617 114
"23575" 2015 1 5 9400 25
"23576" 2014 3 12 31754 7
"23577" 2014 3 10 11989 3
"23578" 2015 3 10 12821 32
"23579" 2013 2 8 20420 1
"23580" 2015 3 11 9353 283
"23581" 2015 1 4 18012 49
"23582" 2015 1 5 44757 -198
"23583" 2014 3 10 19987 12
"23584" 2015 2 6 6618 3
"23585" 2015 2 8 18013 17
"23586" 2015 2 8 35325 1
"23587" 2013 2 9 10789 4
"23588" 2015 1 2 54958 2763
"23589" 2013 1 5 15033 40
"23590" 2015 1 1 15146 30
"23591" 2015 2 9 11631 8
"23592" 2014 3 10 58341 180
"23593" 2014 1 5 13619 65
"23594" 2015 3 11 74743 4
"23595" 2014 2 8 93364 1
"23596" 2015 1 2 51841 200
"23597" 2013 1 4 15192 23
"23598" 2014 1 3 30843 1795
"23599" 2015 3 12 46984 3
"23600" 2015 1 4 8145 39
"23601" 2015 3 12 9397 821
"23602" 2013 2 7 46968 45
"23603" 2015 3 12 9002 23
"23604" 2014 2 7 47077 245
"23605" 2015 2 9 9796 4
"23606" 2013 3 10 74728 1
"23607" 2015 2 8 18829 4
"23608" 2013 2 9 74765 2
"23609" 2013 1 3 9406 41
"23610" 2015 2 8 19427 4
"23611" 2015 3 10 76376 8
"23612" 2014 1 3 52088 17
"23613" 2013 1 3 9094 55
"23614" 2014 3 11 19636 7
"23615" 2013 2 8 11057 23
"23616" 2013 2 8 19713 1
"23617" 2015 3 10 9933 1
"23618" 2015 1 5 13333 18
"23619" 2013 3 12 92286 81
"23620" 2013 2 7 11983 1
"23621" 2014 2 8 20025 27
"23622" 2014 1 5 14950 4
"23623" 2013 2 9 10082 2
"23624" 2015 2 7 48972 394
"23625" 2013 1 3 8278 220
"23626" 2015 2 7 16841 25
"23627" 2013 2 6 34598 153
"23628" 2014 3 12 48299 4
"23629" 2013 2 7 52003 1
"23630" 2015 2 9 9905 51
"23631" 2015 3 12 9709 1
"23632" 2015 1 3 73179 227
"23633" 2013 3 10 8680 6
"23634" 2015 1 5 8693 6
"23635" 2013 1 5 48950 11
"23636" 2013 1 5 31638 45
"23637" 2014 3 11 50639 39
"23638" 2014 3 12 21203 2
"23639" 2013 1 3 13625 13
"23640" 2013 1 2 6399 2
"23641" 2015 3 12 27837 120
"23642" 2015 1 1 74768 5
"23643" 2015 1 5 1056 2
"23644" 2015 2 9 5577 1
"23645" 2014 3 11 8833 2
"23646" 2013 2 7 9381 54
"23647" 2013 2 7 13709 33
"23648" 2014 1 2 4327 20
"23649" 2014 1 3 13843 8
"23650" 2014 1 3 9515 12
"23651" 2014 1 3 19645 12
"23652" 2015 3 11 74036 3
"23653" 2014 1 1 39926 7
"23654" 2015 2 7 46479 202
"23655" 2015 3 11 92293 1
"23656" 2014 3 11 12088 49
"23657" 2013 2 6 17026 8
"23658" 2014 1 2 8163 10
"23659" 2014 2 8 9775 3
"23660" 2014 1 2 9391 2784
"23661" 2015 1 5 30468 155
"23662" 2014 3 10 12147 15
"23663" 2013 1 3 31573 306
"23664" 2013 2 7 8600 38
"23665" 2015 1 5 9220 4
"23666" 2014 1 5 50820 60
"23667" 2015 1 1 11236 30
"23668" 2015 3 11 15330 5
"23669" 2015 2 9 12347 2
"23670" 2015 3 11 17065 10
"23671" 2014 1 1 16251 2
"23672" 2015 2 8 74753 10
"23673" 2015 3 10 76508 10
"23674" 2015 3 12 75500 2
"23675" 2014 2 7 8606 23
"23676" 2015 1 5 35320 9
"23677" 2015 1 2 48269 3
"23678" 2013 2 6 48868 30
"23679" 2015 3 10 73391 371
"23680" 2015 2 8 8782 52
"23681" 2015 1 2 34160 72
"23682" 2013 3 10 1656 1
"23683" 2014 3 11 9463 4
"23684" 2015 3 10 9647 4
"23685" 2014 2 9 13340 60
"23686" 2015 2 9 17090 103
"23687" 2013 3 12 9905 101
"23688" 2014 1 2 21934 1
"23689" 2014 3 11 8573 133
"23690" 2013 2 9 13334 93
"23691" 2014 2 9 8826 88
"23692" 2013 1 3 48307 14
"23693" 2014 1 2 10390 2
"23694" 2014 1 2 31638 9
"23695" 2014 3 11 9861 39
"23696" 2014 1 1 19766 22
"23697" 2015 3 11 41828 1156
"23698" 2014 1 1 8714 -1
"23699" 2013 2 6 9057 14
"23700" 2014 2 9 90134 1
"23701" 2014 2 8 8885 21
"23702" 2014 2 6 52280 4
"23703" 2013 2 8 13791 38
"23704" 2014 1 5 16353 1
"23705" 2014 2 7 46479 154
"23706" 2013 2 9 41661 1
"23707" 2015 2 6 52286 65
"23708" 2015 1 4 8008 6
"23709" 2013 2 8 8607 160
"23710" 2014 1 1 11903 3
"23711" 2015 3 12 9910 363
"23712" 2015 1 3 63175 8
"23713" 2014 2 6 60192 7
"23714" 2014 2 7 52264 1
"23715" 2015 3 11 49525 6
"23716" 2013 2 7 92284 20
"23717" 2014 3 10 48935 5
"23718" 2013 1 1 49810 10
"23719" 2014 1 4 9339 90
"23720" 2015 1 1 10572 3
"23721" 2013 2 8 9397 11
"23722" 2014 3 12 12387 5
"23723" 2015 3 10 13620 13
"23724" 2015 2 8 8825 35
"23725" 2013 1 2 17065 5
"23726" 2013 2 9 9753 5
"23727" 2014 3 12 9868 1863
"23728" 2015 2 7 46966 150
"23729" 2014 1 2 12451 25
"23730" 2014 2 9 9467 2
"23731" 2015 3 11 10152 4
"23732" 2014 3 10 8174 13
"23733" 2013 3 11 32374 4
"23734" 2015 2 9 20379 9
"23735" 2014 1 3 10972 5
"23736" 2013 1 4 16243 4
"23737" 2014 2 8 47010 7
"23738" 2014 2 9 48156 1
"23739" 2015 2 6 7500 8
"23740" 2015 2 9 12490 48
"23741" 2013 3 12 19434 89
"23742" 2013 2 9 31754 23
"23743" 2015 1 1 9865 154
"23744" 2013 1 1 10775 8
"23745" 2013 1 4 17262 239
"23746" 2014 2 7 8672 6
"23747" 2014 1 3 2711 1
"23748" 2013 3 12 52298 1
"23749" 2014 1 3 12100 4
"23750" 2014 1 4 8918 5
"23751" 2013 3 11 60177 47
"23752" 2015 2 9 10080 42
"23753" 2013 1 1 11061 14
"23754" 2013 1 2 16358 1
"23755" 2013 3 12 41890 18
"23756" 2013 1 2 15147 104
"23757" 2015 2 6 13663 7
"23758" 2014 1 1 18833 1
"23759" 2015 1 1 11700 8
"23760" 2015 3 12 8782 133
"23761" 2014 1 5 46970 5
"23762" 2013 3 11 8899 5
"23763" 2013 3 12 41495 8
"23764" 2013 1 3 58208 216
"23765" 2013 3 12 10778 13
"23766" 2013 2 7 15012 31
"23767" 2015 2 9 92278 11
"23768" 2014 1 5 10199 10
"23769" 2013 1 5 8962 13
"23770" 2015 3 10 27420 2
"23771" 2015 1 4 20285 4
"23772" 2013 1 4 8606 28
"23773" 2015 1 4 11234 16
"23774" 2013 2 9 48156 4
"23775" 2014 2 8 19602 59
"23776" 2013 1 4 8809 166
"23777" 2015 1 3 18827 2
"23778" 2013 2 7 12579 1
"23779" 2013 1 3 34135 62
"23780" 2014 2 7 19761 43
"23781" 2013 2 6 11719 14
"23782" 2013 1 1 6026 5
"23783" 2014 2 9 13795 55
"23784" 2015 2 9 15032 1
"23785" 2015 3 11 13773 8
"23786" 2014 3 12 817 7
"23787" 2014 1 2 30782 662
"23788" 2015 2 7 9800 1383
"23789" 2014 1 1 10775 5
"23790" 2015 1 4 17085 2757
"23791" 2014 1 5 13399 3
"23792" 2015 3 10 8585 28
"23793" 2014 1 2 11635 36
"23794" 2014 3 12 13801 5
"23795" 2013 1 3 34026 36
"23796" 2013 1 5 16599 14
"23797" 2014 3 10 11062 64
"23798" 2015 2 7 8672 5
"23799" 2015 1 2 12056 2
"23800" 2013 2 9 9046 10
"23801" 2013 1 5 10797 5
"23802" 2015 1 5 81500 101
"23803" 2013 1 4 8918 2
"23804" 2015 1 4 11941 55
"23805" 2013 2 8 13330 40
"23806" 2013 2 8 4674 6
"23807" 2013 2 8 9002 54
"23808" 2015 3 10 9401 8587
"23809" 2014 2 6 7500 6
"23810" 2015 1 1 92467 1
"23811" 2015 2 9 51803 84
"23812" 2013 2 7 17213 15
"23813" 2014 2 7 15330 1
"23814" 2014 2 8 26755 1
"23815" 2015 1 2 91011 1
"23816" 2015 3 10 46985 10
"23817" 2015 2 8 30276 4
"23818" 2015 2 7 18851 16
"23819" 2014 3 11 6592 166
"23820" 2014 1 5 11195 29
"23821" 2015 3 10 11628 -1
"23822" 2015 3 12 76482 3
"23823" 2013 2 7 10581 12
"23824" 2014 2 6 15051 22
"23825" 2013 2 6 20787 26
"23826" 2014 1 4 12144 29
"23827" 2013 1 5 9961 30
"23828" 2015 1 1 11989 1
"23829" 2015 1 5 8576 44
"23830" 2014 2 7 45835 1125
"23831" 2013 1 4 1653 1
"23832" 2015 2 6 63524 21
"23833" 2013 3 10 11159 13
"23834" 2015 1 4 11260 0
"23835" 2014 1 5 15048 88
"23836" 2015 1 5 79290 2
"23837" 2015 3 12 8885 38
"23838" 2014 2 6 39814 47
"23839" 2015 1 3 18011 81
"23840" 2013 1 3 11078 33
"23841" 2013 2 8 10920 408
"23842" 2015 2 7 9485 111
"23843" 2015 2 7 44842 200
"23844" 2014 1 1 74728 3
"23845" 2014 1 3 9976 5
"23846" 2014 1 5 10797 3
"23847" 2013 1 4 26754 2
"23848" 2014 2 9 11697 10
"23849" 2014 2 9 9470 8
"23850" 2015 3 10 16142 5
"23851" 2013 2 9 11800 2
"23852" 2013 1 1 16600 80
"23853" 2015 3 11 10341 4
"23854" 2015 2 7 58324 80
"23855" 2013 1 4 8732 15
"23856" 2015 1 2 53138 13
"23857" 2013 2 8 30482 18
"23858" 2015 2 8 13651 1
"23859" 2013 2 7 36632 60
"23860" 2014 2 8 12045 234
"23861" 2015 2 7 13710 3
"23862" 2013 2 9 9175 1
"23863" 2014 1 3 23255 1
"23864" 2015 3 11 8005 7
"23865" 2014 2 8 52254 9
"23866" 2013 1 2 10401 6
"23867" 2013 1 3 8055 14
"23868" 2013 1 4 9731 -1
"23869" 2014 1 5 12821 15
"23870" 2013 2 9 11064 144
"23871" 2013 2 9 10572 15
"23872" 2015 3 12 75881 37
"23873" 2014 2 9 8869 564
"23874" 2015 2 6 9916 7
"23875" 2014 2 9 6556 10
"23876" 2014 3 10 36555 47
"23877" 2015 2 6 41649 14
"23878" 2013 1 2 8801 12
"23879" 2014 3 12 48969 6
"23880" 2015 3 11 48214 24
"23881" 2015 1 3 8983 102
"23882" 2014 2 6 9910 527
"23883" 2015 3 11 60806 50
"23884" 2013 2 6 18380 7
"23885" 2013 2 8 41654 11
"23886" 2014 2 9 58335 400
"23887" 2013 1 3 10368 1
"23888" 2015 3 11 63431 3
"23889" 2013 3 10 8669 1
"23890" 2014 2 6 8201 42
"23891" 2013 2 9 4323 4
"23892" 2014 3 12 74757 11
"23893" 2015 2 9 13618 189
"23894" 2013 3 10 1902 3
"23895" 2013 2 7 52281 8
"23896" 2014 1 4 25134 10
"23897" 2013 2 7 9353 85
"23898" 2014 3 12 31634 113
"23899" 2014 1 3 8061 4
"23900" 2014 1 1 30114 200
"23901" 2014 2 6 8021 212
"23902" 2015 2 7 50693 185
"23903" 2015 2 7 31672 122
"23904" 2015 1 3 15037 5
"23905" 2014 2 7 52287 1
"23906" 2014 3 10 31812 10
"23907" 2014 2 9 21664 1
"23908" 2014 2 9 34342 140
"23909" 2015 2 7 9883 31
"23910" 2014 2 8 8902 10
"23911" 2014 2 8 41660 2
"23912" 2013 2 8 8896 819
"23913" 2014 3 12 11986 15
"23914" 2013 1 4 20385 51
"23915" 2015 1 4 12439 49
"23916" 2015 1 2 35116 1
"23917" 2013 1 3 8164 30
"23918" 2015 1 5 19940 17
"23919" 2015 3 10 9375 7
"23920" 2015 1 4 50819 1769
"23921" 2015 3 12 30843 182
"23922" 2015 1 2 18382 25
"23923" 2014 2 9 31574 70
"23924" 2014 1 4 16140 10
"23925" 2014 1 3 48931 30
"23926" 2015 1 5 10491 11
"23927" 2015 1 5 31739 5
"23928" 2013 2 7 30120 28
"23929" 2014 3 10 73200 19
"23930" 2015 1 1 10074 6
"23931" 2013 1 4 13163 52
"23932" 2014 1 2 48306 1
"23933" 2014 1 5 30843 174
"23934" 2014 2 8 13333 21
"23935" 2015 3 10 76574 1
"23936" 2015 2 8 12363 11
